NOMBRE_PRODUCTO,PALABRA,RELACION,FRECUENCIA,MES
Apple iPhone 7 Plus 256GB Unlocked GSM Quad-Core Phone - Black (Renewed),PANTALLA,PEQUE헤,7,NOVIEMBRE
Apple iPhone 7 Plus 256GB Unlocked GSM Quad-Core Phone - Black (Renewed),BATERIA,BAJA,5,DICIEMBRE
Apple iPhone 7 Plus 256GB Unlocked GSM Quad-Core Phone - Black (Renewed),PANTALLA,PEQUE헤,4,DICIEMBRE
Apple iPhone 7 Plus 256GB Unlocked GSM Quad-Core Phone - Black (Renewed),AUDIO,PARLANTE,3,DICIEMBRE
Apple iPhone 7 Plus 256GB Unlocked GSM Quad-Core Phone - Black (Renewed),BATERIA,BAJA,9,DICIEMBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,SEGURIDAD,BUENA,6,ENERO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,COBERTURA,LLAMADA,9,ENERO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,VOLUMEN ,BAJO,4,ENERO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,CAJA,GRANDE,8,ENERO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,COBERTURA,LLAMADA,2,FEBRERO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,VOLUMEN ,BAJO,7,FEBRERO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,CAJA,GRANDE,4,FEBRERO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,BATERIA,BAJA,6,FEBRERO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,PANTALLA,PEQUE헤,3,MARZO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,SEGURIDAD,BUENA,4,MARZO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,PANTALLA,PEQUE헤,6,MARZO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,AUDIO,PARLANTE,7,MARZO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,PANTALLA,BRILLO,8,ABRIL
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,AUDIO,PARLANTE,9,ABRIL
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,PANTALLA,BRILLO,4,ABRIL
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,AUDIO,PARLANTE,6,ABRIL
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,COBERTURA,LLAMADA,8,MAYO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,VOLUMEN ,BAJO,6,MAYO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,CAJA,GRANDE,5,MAYO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,BATERIA,BAJA,3,MAYO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,VOLUMEN ,BAJO,2,JUNIO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,BATERIA,BAJA,1,JUNIO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,PANTALLA,PEQUE헤,5,JUNIO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,AUDIO,PARLANTE,4,JUNIO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,BATERIA,BAJA,6,JULIO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,AUDIO,PARLANTE,8,JULIO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,CAJA,GRANDE,3,JULIO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,VOLUMEN ,BAJO,4,JULIO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,BATERIA,BAJA,5,AGOSTO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,PANTALLA,PEQUE헤,6,AGOSTO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,AUDIO,PARLANTE,8,AGOSTO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,VOLUMEN ,BAJO,6,AGOSTO
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,BATERIA,BAJA,5,SEPTIEMBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,PANTALLA,PEQUE헤,3,SEPTIEMBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,AUDIO,PARLANTE,5,SEPTIEMBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,CAJA,GRANDE,8,SEPTIEMBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,BATERIA,BAJA,9,OCTUBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,PANTALLA,PEQUE헤,7,OCTUBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,PANTALLA,PEQUE헤,6,OCTUBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,AUDIO,PARLANTE,4,OCTUBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,BATERIA,BAJA,1,NOVIEMBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,PANTALLA,PEQUE헤,2,NOVIEMBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,PANTALLA,PEQUE헤,4,NOVIEMBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,AUDIO,PARLANTE,7,NOVIEMBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,VOLUMEN ,BAJO,1,DICIEMBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,BATERIA,BAJA,5,DICIEMBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,AUDIO,PARLANTE,8,DICIEMBRE
Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,CAJA,GRANDE,5,DICIEMBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),PANTALLA,PEQUE헤,1,ENERO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),CAJA,GRANDE,4,ENERO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),BATERIA,BAJA,7,ENERO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),PANTALLA,PEQUE헤,9,ENERO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),CAJA,GRANDE,4,FEBRERO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),BATERIA,BAJA,3,FEBRERO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),PANTALLA,PEQUE헤,9,FEBRERO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),BATERIA,BAJA,6,FEBRERO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),AUDIO,PARLANTE,3,MARZO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),CAJA,GRANDE,8,MARZO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),AUDIO,PARLANTE,9,MARZO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),BATERIA,BAJA,8,MARZO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),PANTALLA,PEQUE헤,7,ABRIL
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),PANTALLA,PEQUE헤,6,ABRIL
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),AUDIO,PARLANTE,5,ABRIL
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),VOLUMEN ,BAJO,4,ABRIL
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),BATERIA,BAJA,3,MAYO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),AUDIO,PARLANTE,2,MAYO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),CAJA,GRANDE,9,MAYO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),VOLUMEN ,BAJO,9,MAYO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),BATERIA,BAJA,7,JUNIO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),CAJA,GRANDE,8,JUNIO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),BATERIA,BAJA,1,JUNIO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),PANTALLA,PEQUE헤,4,JUNIO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),SEGURIDAD,BUENA,7,JULIO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),PANTALLA,PEQUE헤,9,JULIO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),AUDIO,PARLANTE,4,JULIO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),PANTALLA,BRILLO,3,JULIO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),AUDIO,PARLANTE,9,AGOSTO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),PANTALLA,BRILLO,3,AGOSTO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),AUDIO,PARLANTE,2,AGOSTO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),COBERTURA,LLAMADA,9,AGOSTO
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),BATERIA,BAJA,9,SEPTIEMBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),CAJA,GRANDE,7,SEPTIEMBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),BATERIA,BAJA,1,SEPTIEMBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),PANTALLA,PEQUE헤,4,SEPTIEMBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),PANTALLA,BRILLO,7,OCTUBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),AUDIO,PARLANTE,9,OCTUBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),COBERTURA,LLAMADA,4,OCTUBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),VOLUMEN ,BAJO,3,OCTUBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),CAJA,GRANDE,9,NOVIEMBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),BATERIA,BAJA,9,NOVIEMBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),PANTALLA,PEQUE헤,8,NOVIEMBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),SEGURIDAD,BUENA,7,NOVIEMBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),PANTALLA,BRILLO,5,DICIEMBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),AUDIO,PARLANTE,4,DICIEMBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),BATERIA,BAJA,3,DICIEMBRE
Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),PANTALLA,PEQUE헤,9,DICIEMBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",BATERIA,BAJA,1,ENERO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",PANTALLA,PEQUE헤,4,ENERO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",PANTALLA,PEQUE헤,7,ENERO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",AUDIO,PARLANTE,9,ENERO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",BATERIA,BAJA,4,FEBRERO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",PANTALLA,PEQUE헤,3,FEBRERO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",PANTALLA,PEQUE헤,9,FEBRERO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",AUDIO,PARLANTE,6,FEBRERO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",VOLUMEN ,BAJO,3,MARZO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",BATERIA,BAJA,8,MARZO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",AUDIO,PARLANTE,9,MARZO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",CAJA,GRANDE,8,MARZO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",PANTALLA,PEQUE헤,7,ABRIL
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",CAJA,GRANDE,6,ABRIL
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",BATERIA,BAJA,5,ABRIL
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",PANTALLA,PEQUE헤,4,ABRIL
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",CAJA,GRANDE,3,MAYO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",BATERIA,BAJA,2,MAYO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",PANTALLA,PEQUE헤,9,MAYO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",BATERIA,BAJA,9,MAYO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",AUDIO,PARLANTE,7,JUNIO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",CAJA,GRANDE,8,JUNIO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",AUDIO,PARLANTE,1,JUNIO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",BATERIA,BAJA,4,JUNIO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",PANTALLA,PEQUE헤,7,JULIO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",PANTALLA,PEQUE헤,9,JULIO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",AUDIO,PARLANTE,4,JULIO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",VOLUMEN ,BAJO,3,JULIO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",BATERIA,BAJA,9,AGOSTO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",AUDIO,PARLANTE,3,AGOSTO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",CAJA,GRANDE,2,AGOSTO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",VOLUMEN ,BAJO,9,AGOSTO
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",BATERIA,BAJA,9,SEPTIEMBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",CAJA,GRANDE,7,SEPTIEMBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",BATERIA,BAJA,1,SEPTIEMBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",PANTALLA,PEQUE헤,4,SEPTIEMBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",SEGURIDAD,BUENA,7,OCTUBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",PANTALLA,PEQUE헤,9,OCTUBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",AUDIO,PARLANTE,4,OCTUBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",PANTALLA,BRILLO,3,OCTUBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",AUDIO,PARLANTE,9,NOVIEMBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",PANTALLA,BRILLO,9,NOVIEMBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",AUDIO,PARLANTE,8,NOVIEMBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",COBERTURA,LLAMADA,7,NOVIEMBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",BATERIA,BAJA,5,DICIEMBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",CAJA,GRANDE,4,DICIEMBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",BATERIA,BAJA,3,DICIEMBRE
"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",PANTALLA,PEQUE헤,9,DICIEMBRE
